,date,event_name,digital_button,photoresistor,temperature,humidity
4684,November 22 2019 at 03:38AM,esp8266_readings,1,859,17.50,50.00
4685,November 22 2019 at 03:39AM,esp8266_readings,1,859,17.50,49.00
4686,November 22 2019 at 03:40AM,esp8266_readings,1,845,17.50,48.00
4687,November 22 2019 at 03:41AM,esp8266_readings,1,845,17.50,49.00
4688,November 22 2019 at 03:42AM,esp8266_readings,1,846,17.50,50.00
4689,November 22 2019 at 03:43AM,esp8266_readings,1,846,17.60,49.00
4690,November 22 2019 at 03:44AM,esp8266_readings,1,846,17.50,49.00
4691,November 22 2019 at 03:45AM,esp8266_readings,1,845,17.50,49.00
4692,November 22 2019 at 03:46AM,esp8266_readings,1,846,17.50,49.00
4693,November 22 2019 at 03:47AM,esp8266_readings,1,846,17.50,49.00
4694,November 22 2019 at 03:48AM,esp8266_readings,1,846,17.50,49.00
4695,November 22 2019 at 03:49AM,esp8266_readings,1,846,17.50,49.00
4696,November 22 2019 at 03:50AM,esp8266_readings,1,846,17.50,49.00
4697,November 22 2019 at 03:51AM,esp8266_readings,1,847,17.50,49.00
4698,November 22 2019 at 03:52AM,esp8266_readings,1,847,17.50,49.00
4699,November 22 2019 at 03:53AM,esp8266_readings,1,847,17.40,49.00
4700,November 22 2019 at 03:54AM,esp8266_readings,1,847,17.50,49.00
4701,November 22 2019 at 03:55AM,esp8266_readings,1,847,17.50,49.00
4702,November 22 2019 at 03:56AM,esp8266_readings,1,847,17.50,49.00
4703,November 22 2019 at 03:57AM,esp8266_readings,1,847,17.50,50.00
4704,November 22 2019 at 03:58AM,esp8266_readings,1,847,17.50,50.00
4705,November 22 2019 at 03:59AM,esp8266_readings,1,848,17.50,49.00
4706,November 22 2019 at 04:00AM,esp8266_readings,1,847,17.40,49.00
4707,November 22 2019 at 04:01AM,esp8266_readings,1,847,17.40,49.00
4708,November 22 2019 at 04:02AM,esp8266_readings,1,848,17.40,49.00
4709,November 22 2019 at 04:03AM,esp8266_readings,1,848,17.40,50.00
4710,November 22 2019 at 04:04AM,esp8266_readings,1,847,17.40,49.00
4711,November 22 2019 at 04:05AM,esp8266_readings,1,847,17.40,49.00
4712,November 22 2019 at 04:06AM,esp8266_readings,1,847,17.50,49.00
4713,November 22 2019 at 04:07AM,esp8266_readings,1,847,17.40,50.00
4714,November 22 2019 at 04:08AM,esp8266_readings,1,847,17.50,50.00
4715,November 22 2019 at 04:09AM,esp8266_readings,1,847,17.50,50.00
4716,November 22 2019 at 04:10AM,esp8266_readings,1,848,17.50,49.00
4717,November 22 2019 at 04:11AM,esp8266_readings,1,847,17.40,50.00
4718,November 22 2019 at 04:12AM,esp8266_readings,1,847,17.40,50.00
4719,November 22 2019 at 04:13AM,esp8266_readings,1,847,17.40,49.00
4720,November 22 2019 at 04:14AM,esp8266_readings,1,847,17.40,49.00
4721,November 22 2019 at 04:15AM,esp8266_readings,1,847,17.40,49.00
4722,November 22 2019 at 04:16AM,esp8266_readings,1,846,17.40,50.00
4723,November 22 2019 at 04:17AM,esp8266_readings,1,847,17.40,49.00
4724,November 22 2019 at 04:18AM,esp8266_readings,1,846,17.40,50.00
4725,November 22 2019 at 04:19AM,esp8266_readings,1,848,17.40,49.00
4726,November 22 2019 at 04:20AM,esp8266_readings,1,847,17.40,49.00
4727,November 22 2019 at 04:21AM,esp8266_readings,1,847,17.50,49.00
4728,November 22 2019 at 04:22AM,esp8266_readings,1,847,17.50,49.00
4729,November 22 2019 at 04:23AM,esp8266_readings,1,847,17.40,49.00
4730,November 22 2019 at 04:24AM,esp8266_readings,1,847,17.40,50.00
4731,November 22 2019 at 04:25AM,esp8266_readings,1,847,17.40,49.00
4732,November 22 2019 at 04:26AM,esp8266_readings,1,847,17.40,49.00
4733,November 22 2019 at 04:27AM,esp8266_readings,1,848,17.40,50.00
4734,November 22 2019 at 04:28AM,esp8266_readings,1,847,17.40,50.00
4735,November 22 2019 at 04:29AM,esp8266_readings,1,847,17.50,49.00
4736,November 22 2019 at 04:30AM,esp8266_readings,1,847,17.50,50.00
4737,November 22 2019 at 04:31AM,esp8266_readings,1,848,17.40,49.00
4738,November 22 2019 at 04:32AM,esp8266_readings,1,847,17.50,50.00
4739,November 22 2019 at 04:33AM,esp8266_readings,1,847,17.50,49.00
4740,November 22 2019 at 04:34AM,esp8266_readings,1,847,17.50,50.00
4741,November 22 2019 at 04:35AM,esp8266_readings,1,847,17.40,49.00
4742,November 22 2019 at 04:36AM,esp8266_readings,1,847,17.40,50.00
4743,November 22 2019 at 04:37AM,esp8266_readings,1,847,17.40,49.00
4744,November 22 2019 at 04:38AM,esp8266_readings,1,847,17.40,49.00
4745,November 22 2019 at 04:39AM,esp8266_readings,1,847,17.40,49.00
4746,November 22 2019 at 04:40AM,esp8266_readings,1,847,17.40,49.00
4747,November 22 2019 at 04:41AM,esp8266_readings,1,848,17.40,49.00
4748,November 22 2019 at 04:42AM,esp8266_readings,1,847,17.40,49.00
4749,November 22 2019 at 04:43AM,esp8266_readings,1,847,17.40,50.00
4750,November 22 2019 at 04:44AM,esp8266_readings,1,847,17.40,49.00
4751,November 22 2019 at 04:45AM,esp8266_readings,1,847,17.40,49.00
4752,November 22 2019 at 04:46AM,esp8266_readings,1,847,17.40,49.00
4753,November 22 2019 at 04:47AM,esp8266_readings,1,847,17.40,49.00
4754,November 22 2019 at 04:48AM,esp8266_readings,1,847,17.40,49.00
4755,November 22 2019 at 04:49AM,esp8266_readings,1,847,17.40,50.00
4756,November 22 2019 at 04:50AM,esp8266_readings,1,847,17.40,50.00
4757,November 22 2019 at 04:51AM,esp8266_readings,1,847,17.40,49.00
4758,November 22 2019 at 04:52AM,esp8266_readings,1,847,17.40,49.00
4759,November 22 2019 at 04:53AM,esp8266_readings,1,847,17.40,49.00
4760,November 22 2019 at 04:54AM,esp8266_readings,1,847,17.40,49.00
4761,November 22 2019 at 04:55AM,esp8266_readings,1,847,17.40,49.00
4762,November 22 2019 at 04:56AM,esp8266_readings,1,847,17.40,49.00
4763,November 22 2019 at 04:57AM,esp8266_readings,1,848,17.40,50.00
4764,November 22 2019 at 04:58AM,esp8266_readings,1,847,17.40,50.00
4765,November 22 2019 at 04:59AM,esp8266_readings,1,847,17.40,49.00
4766,November 22 2019 at 05:00AM,esp8266_readings,1,847,17.30,50.00
4767,November 22 2019 at 05:01AM,esp8266_readings,1,848,17.40,50.00
4768,November 22 2019 at 05:02AM,esp8266_readings,1,847,17.30,49.00
4769,November 22 2019 at 05:03AM,esp8266_readings,1,847,17.40,49.00
4770,November 22 2019 at 05:04AM,esp8266_readings,1,847,17.40,49.00
4771,November 22 2019 at 05:05AM,esp8266_readings,1,848,17.30,49.00
4772,November 22 2019 at 05:06AM,esp8266_readings,1,847,17.30,49.00
4773,November 22 2019 at 05:07AM,esp8266_readings,1,847,17.30,50.00
4774,November 22 2019 at 05:08AM,esp8266_readings,1,847,17.30,50.00
4775,November 22 2019 at 05:09AM,esp8266_readings,1,847,17.40,49.00
4776,November 22 2019 at 05:10AM,esp8266_readings,1,848,17.40,50.00
4777,November 22 2019 at 05:11AM,esp8266_readings,1,847,17.40,50.00
4778,November 22 2019 at 05:12AM,esp8266_readings,1,847,17.40,50.00
4779,November 22 2019 at 05:13AM,esp8266_readings,1,847,17.40,49.00
4780,November 22 2019 at 05:14AM,esp8266_readings,1,847,17.30,50.00
4781,November 22 2019 at 05:15AM,esp8266_readings,1,847,17.30,49.00
4782,November 22 2019 at 05:16AM,esp8266_readings,1,847,17.30,50.00
4783,November 22 2019 at 05:17AM,esp8266_readings,1,847,17.40,50.00
4784,November 22 2019 at 05:18AM,esp8266_readings,1,849,17.40,49.00
4785,November 22 2019 at 05:19AM,esp8266_readings,1,847,17.40,49.00
4786,November 22 2019 at 05:20AM,esp8266_readings,1,847,17.40,50.00
4787,November 22 2019 at 05:21AM,esp8266_readings,1,847,17.40,50.00
4788,November 22 2019 at 05:22AM,esp8266_readings,1,848,17.40,49.00
4789,November 22 2019 at 05:23AM,esp8266_readings,1,847,17.40,49.00
4790,November 22 2019 at 05:24AM,esp8266_readings,1,847,17.30,49.00
4791,November 22 2019 at 05:25AM,esp8266_readings,1,847,17.30,50.00
4792,November 22 2019 at 05:26AM,esp8266_readings,1,847,17.30,49.00
4793,November 22 2019 at 05:27AM,esp8266_readings,1,847,17.30,49.00
4794,November 22 2019 at 05:28AM,esp8266_readings,1,847,17.30,50.00
4795,November 22 2019 at 05:29AM,esp8266_readings,1,847,17.30,50.00
4796,November 22 2019 at 05:30AM,esp8266_readings,1,847,17.40,50.00
4797,November 22 2019 at 05:31AM,esp8266_readings,1,847,17.30,50.00
4798,November 22 2019 at 05:32AM,esp8266_readings,1,846,17.40,49.00
4799,November 22 2019 at 05:33AM,esp8266_readings,1,848,17.30,49.00
4800,November 22 2019 at 05:34AM,esp8266_readings,1,847,17.30,50.00
4801,November 22 2019 at 05:35AM,esp8266_readings,1,847,17.30,49.00
4802,November 22 2019 at 05:36AM,esp8266_readings,1,846,17.30,49.00
4803,November 22 2019 at 05:37AM,esp8266_readings,1,847,17.30,49.00
4804,November 22 2019 at 05:38AM,esp8266_readings,1,847,17.30,49.00
4805,November 22 2019 at 05:39AM,esp8266_readings,1,847,17.30,49.00
4806,November 22 2019 at 05:40AM,esp8266_readings,1,846,17.30,50.00
4807,November 22 2019 at 05:41AM,esp8266_readings,1,846,17.30,50.00
4808,November 22 2019 at 05:42AM,esp8266_readings,1,847,17.30,50.00
4809,November 22 2019 at 05:43AM,esp8266_readings,1,846,17.30,50.00
4810,November 22 2019 at 05:44AM,esp8266_readings,1,847,17.30,50.00
4811,November 22 2019 at 05:45AM,esp8266_readings,1,847,17.30,49.00
4812,November 22 2019 at 05:46AM,esp8266_readings,1,847,17.30,49.00
4813,November 22 2019 at 05:47AM,esp8266_readings,1,847,17.30,49.00
4814,November 22 2019 at 05:48AM,esp8266_readings,1,848,17.30,49.00
4815,November 22 2019 at 05:49AM,esp8266_readings,1,847,17.30,50.00
4816,November 22 2019 at 05:50AM,esp8266_readings,1,847,17.30,49.00
4817,November 22 2019 at 05:51AM,esp8266_readings,1,848,17.30,50.00
4818,November 22 2019 at 05:52AM,esp8266_readings,1,847,17.30,50.00
4819,November 22 2019 at 05:53AM,esp8266_readings,1,847,17.30,50.00
4820,November 22 2019 at 05:54AM,esp8266_readings,1,847,17.30,50.00
4821,November 22 2019 at 05:55AM,esp8266_readings,1,847,17.30,50.00
4822,November 22 2019 at 05:56AM,esp8266_readings,1,847,17.40,50.00
4823,November 22 2019 at 05:57AM,esp8266_readings,1,847,17.40,50.00
4824,November 22 2019 at 05:58AM,esp8266_readings,1,848,17.30,50.00
4825,November 22 2019 at 05:59AM,esp8266_readings,1,847,17.30,49.00
4826,November 22 2019 at 06:00AM,esp8266_readings,1,847,17.30,50.00
4827,November 22 2019 at 06:02AM,esp8266_readings,1,848,17.30,50.00
4828,November 22 2019 at 06:03AM,esp8266_readings,1,847,17.30,50.00
4829,November 22 2019 at 06:04AM,esp8266_readings,1,847,17.30,49.00
4830,November 22 2019 at 06:05AM,esp8266_readings,1,847,17.30,49.00
4831,November 22 2019 at 06:06AM,esp8266_readings,1,847,17.30,50.00
4832,November 22 2019 at 06:07AM,esp8266_readings,1,847,17.30,49.00
4833,November 22 2019 at 06:08AM,esp8266_readings,1,848,17.30,49.00
4834,November 22 2019 at 06:09AM,esp8266_readings,1,847,17.30,50.00
4835,November 22 2019 at 06:10AM,esp8266_readings,1,847,17.30,50.00
4836,November 22 2019 at 06:11AM,esp8266_readings,1,847,17.30,49.00
4837,November 22 2019 at 06:13AM,esp8266_readings,1,860,17.30,50.00
4838,November 22 2019 at 06:14AM,esp8266_readings,1,856,17.30,50.00
4839,November 22 2019 at 06:15AM,esp8266_readings,1,865,17.30,49.00
4840,November 22 2019 at 06:16AM,esp8266_readings,1,865,17.30,50.00
4841,November 22 2019 at 06:17AM,esp8266_readings,1,865,17.30,50.00
4842,November 22 2019 at 06:18AM,esp8266_readings,1,865,17.30,51.00
4843,November 22 2019 at 06:19AM,esp8266_readings,1,865,17.30,50.00
4844,November 22 2019 at 06:20AM,esp8266_readings,1,864,17.30,50.00
4845,November 22 2019 at 06:21AM,esp8266_readings,1,865,17.30,50.00
4846,November 22 2019 at 06:22AM,esp8266_readings,1,865,17.30,50.00
4847,November 22 2019 at 06:23AM,esp8266_readings,1,864,17.30,50.00
4848,November 22 2019 at 06:24AM,esp8266_readings,1,865,17.30,50.00
4849,November 22 2019 at 06:25AM,esp8266_readings,1,862,17.30,50.00
4850,November 22 2019 at 06:26AM,esp8266_readings,1,865,17.30,50.00
4851,November 22 2019 at 06:27AM,esp8266_readings,1,864,17.30,50.00
4852,November 22 2019 at 06:28AM,esp8266_readings,1,865,17.30,50.00
4853,November 22 2019 at 06:29AM,esp8266_readings,1,865,17.30,50.00
4854,November 22 2019 at 06:30AM,esp8266_readings,1,865,17.30,50.00
4855,November 22 2019 at 06:31AM,esp8266_readings,1,865,17.30,51.00
4856,November 22 2019 at 06:32AM,esp8266_readings,1,865,17.30,50.00
4857,November 22 2019 at 06:33AM,esp8266_readings,1,864,17.30,50.00
4858,November 22 2019 at 06:34AM,esp8266_readings,1,865,17.20,50.00
4859,November 22 2019 at 06:35AM,esp8266_readings,1,865,17.30,50.00
4860,November 22 2019 at 06:36AM,esp8266_readings,1,864,17.20,50.00
4861,November 22 2019 at 06:37AM,esp8266_readings,1,864,17.30,50.00
4862,November 22 2019 at 06:38AM,esp8266_readings,1,865,17.20,50.00
4863,November 22 2019 at 06:39AM,esp8266_readings,1,864,17.20,50.00
4864,November 22 2019 at 06:40AM,esp8266_readings,1,864,17.20,50.00
4865,November 22 2019 at 06:41AM,esp8266_readings,1,865,17.20,50.00
4866,November 22 2019 at 06:42AM,esp8266_readings,1,864,17.20,50.00
4867,November 22 2019 at 06:43AM,esp8266_readings,1,865,17.20,50.00
4868,November 22 2019 at 06:44AM,esp8266_readings,1,864,17.20,50.00
4869,November 22 2019 at 06:45AM,esp8266_readings,1,864,17.20,50.00
4870,November 22 2019 at 06:46AM,esp8266_readings,1,865,17.20,50.00
4871,November 22 2019 at 06:47AM,esp8266_readings,1,864,17.10,50.00
4872,November 22 2019 at 06:48AM,esp8266_readings,1,864,17.10,50.00
4873,November 22 2019 at 06:49AM,esp8266_readings,1,864,17.10,50.00
4874,November 22 2019 at 06:50AM,esp8266_readings,1,862,17.10,50.00
4875,November 22 2019 at 06:51AM,esp8266_readings,1,861,17.10,51.00
4876,November 22 2019 at 06:52AM,esp8266_readings,1,861,17.10,50.00
4877,November 22 2019 at 06:53AM,esp8266_readings,1,861,17.10,50.00
4878,November 22 2019 at 06:54AM,esp8266_readings,1,861,17.10,50.00
4879,November 22 2019 at 06:55AM,esp8266_readings,1,860,17.10,50.00
4880,November 22 2019 at 06:56AM,esp8266_readings,1,860,17.10,50.00
4881,November 22 2019 at 06:57AM,esp8266_readings,1,860,17.10,50.00
4882,November 22 2019 at 06:58AM,esp8266_readings,1,859,17.10,50.00
4883,November 22 2019 at 06:59AM,esp8266_readings,1,859,17.10,50.00
4884,November 22 2019 at 07:00AM,esp8266_readings,1,858,17.10,50.00
4885,November 22 2019 at 07:01AM,esp8266_readings,1,857,17.10,50.00
4886,November 22 2019 at 07:02AM,esp8266_readings,1,857,17.10,50.00
4887,November 22 2019 at 07:03AM,esp8266_readings,1,857,17.10,50.00
4888,November 22 2019 at 07:05AM,esp8266_readings,1,858,17.10,50.00
4889,November 22 2019 at 07:06AM,esp8266_readings,1,857,17.10,50.00
4890,November 22 2019 at 07:07AM,esp8266_readings,1,856,17.10,50.00
4891,November 22 2019 at 07:08AM,esp8266_readings,1,855,17.10,50.00
4892,November 22 2019 at 07:09AM,esp8266_readings,1,854,17.10,50.00
4893,November 22 2019 at 07:10AM,esp8266_readings,1,853,17.00,51.00
4894,November 22 2019 at 07:11AM,esp8266_readings,1,850,17.00,51.00
4895,November 22 2019 at 07:12AM,esp8266_readings,1,848,17.00,51.00
4896,November 22 2019 at 07:13AM,esp8266_readings,1,847,17.00,51.00
4897,November 22 2019 at 07:14AM,esp8266_readings,1,846,17.00,50.00
4898,November 22 2019 at 07:15AM,esp8266_readings,1,846,17.00,51.00
4899,November 22 2019 at 07:16AM,esp8266_readings,1,845,17.00,50.00
4900,November 22 2019 at 07:17AM,esp8266_readings,1,845,17.00,51.00
4901,November 22 2019 at 07:18AM,esp8266_readings,1,845,17.00,50.00
4902,November 22 2019 at 07:19AM,esp8266_readings,1,846,17.00,50.00
4903,November 22 2019 at 07:20AM,esp8266_readings,1,846,17.00,50.00
4904,November 22 2019 at 07:21AM,esp8266_readings,1,847,17.00,50.00
4905,November 22 2019 at 07:22AM,esp8266_readings,1,845,17.00,50.00
4906,November 22 2019 at 07:23AM,esp8266_readings,1,843,17.00,50.00
4907,November 22 2019 at 07:24AM,esp8266_readings,1,841,17.00,50.00
4908,November 22 2019 at 07:25AM,esp8266_readings,1,842,17.00,50.00
4909,November 22 2019 at 07:26AM,esp8266_readings,1,847,17.00,51.00
4910,November 22 2019 at 07:27AM,esp8266_readings,1,848,17.00,51.00
4911,November 22 2019 at 07:28AM,esp8266_readings,1,850,17.00,51.00
4912,November 22 2019 at 07:29AM,esp8266_readings,1,850,17.00,51.00
4913,November 22 2019 at 07:31AM,esp8266_readings,1,852,17.00,51.00
4914,November 22 2019 at 07:32AM,esp8266_readings,1,852,17.00,51.00
4915,November 22 2019 at 07:33AM,esp8266_readings,1,852,17.00,51.00
4916,November 22 2019 at 07:34AM,esp8266_readings,1,855,17.00,51.00
4917,November 22 2019 at 07:35AM,esp8266_readings,1,855,17.00,51.00
4918,November 22 2019 at 07:36AM,esp8266_readings,1,855,17.00,51.00
4919,November 22 2019 at 07:37AM,esp8266_readings,1,855,17.00,51.00
4920,November 22 2019 at 07:38AM,esp8266_readings,1,853,17.00,52.00
4921,November 22 2019 at 07:39AM,esp8266_readings,1,852,17.00,52.00
4922,November 22 2019 at 07:40AM,esp8266_readings,1,852,17.00,52.00
4923,November 22 2019 at 07:41AM,esp8266_readings,1,852,17.00,52.00
4924,November 22 2019 at 07:42AM,esp8266_readings,1,850,17.00,53.00
4925,November 22 2019 at 07:43AM,esp8266_readings,1,847,17.00,52.00
4926,November 22 2019 at 07:44AM,esp8266_readings,1,846,17.00,53.00
4927,November 22 2019 at 07:45AM,esp8266_readings,1,843,17.00,52.00
4928,November 22 2019 at 07:46AM,esp8266_readings,1,842,17.00,53.00
4929,November 22 2019 at 07:47AM,esp8266_readings,1,842,17.00,52.00
4930,November 22 2019 at 07:48AM,esp8266_readings,1,842,17.00,54.00
4931,November 22 2019 at 07:49AM,esp8266_readings,1,842,17.00,55.00
4932,November 22 2019 at 07:50AM,esp8266_readings,1,841,17.00,55.00
4933,November 22 2019 at 07:51AM,esp8266_readings,1,842,17.00,56.00
4934,November 22 2019 at 07:52AM,esp8266_readings,1,842,17.00,56.00
4935,November 22 2019 at 07:53AM,esp8266_readings,1,845,17.00,56.00
4936,November 22 2019 at 07:54AM,esp8266_readings,1,845,17.00,57.00
4937,November 22 2019 at 07:55AM,esp8266_readings,1,845,17.00,57.00
4938,November 22 2019 at 07:56AM,esp8266_readings,1,846,17.00,57.00
4939,November 22 2019 at 07:57AM,esp8266_readings,1,846,17.00,57.00
4940,November 22 2019 at 07:58AM,esp8266_readings,1,846,17.00,57.00
4941,November 22 2019 at 07:59AM,esp8266_readings,1,843,17.00,58.00
4942,November 22 2019 at 08:00AM,esp8266_readings,1,841,17.00,58.00
4943,November 22 2019 at 08:01AM,esp8266_readings,1,838,17.00,58.00
4944,November 22 2019 at 08:02AM,esp8266_readings,1,836,17.00,58.00
4945,November 22 2019 at 08:03AM,esp8266_readings,1,831,17.00,58.00
4946,November 22 2019 at 08:04AM,esp8266_readings,1,824,17.00,58.00
4947,November 22 2019 at 08:05AM,esp8266_readings,1,820,17.00,58.00
4948,November 22 2019 at 08:06AM,esp8266_readings,1,818,17.00,58.00
4949,November 22 2019 at 08:07AM,esp8266_readings,1,816,17.00,58.00
4950,November 22 2019 at 08:08AM,esp8266_readings,1,812,17.00,58.00
4951,November 22 2019 at 08:09AM,esp8266_readings,1,812,17.00,58.00
4952,November 22 2019 at 08:10AM,esp8266_readings,1,816,17.00,58.00
4953,November 22 2019 at 08:11AM,esp8266_readings,1,816,17.00,57.00
4954,November 22 2019 at 08:12AM,esp8266_readings,1,817,16.90,57.00
4955,November 22 2019 at 08:13AM,esp8266_readings,1,822,16.90,57.00
4956,November 22 2019 at 08:14AM,esp8266_readings,1,822,16.90,57.00
4957,November 22 2019 at 08:15AM,esp8266_readings,1,822,16.90,57.00
4958,November 22 2019 at 08:16AM,esp8266_readings,1,830,16.90,57.00
4959,November 22 2019 at 08:17AM,esp8266_readings,1,831,16.90,57.00
4960,November 22 2019 at 08:18AM,esp8266_readings,1,829,16.90,56.00
4961,November 22 2019 at 08:19AM,esp8266_readings,1,826,16.90,56.00
4962,November 22 2019 at 08:20AM,esp8266_readings,1,831,16.90,56.00
4963,November 22 2019 at 08:21AM,esp8266_readings,1,829,16.90,56.00
4964,November 22 2019 at 08:22AM,esp8266_readings,1,825,16.90,56.00
4965,November 22 2019 at 08:23AM,esp8266_readings,1,824,16.90,54.00
4966,November 22 2019 at 08:24AM,esp8266_readings,1,824,16.90,55.00
4967,November 22 2019 at 08:25AM,esp8266_readings,1,822,16.90,54.00
4968,November 22 2019 at 08:26AM,esp8266_readings,1,824,17.00,55.00
4969,November 22 2019 at 08:27AM,esp8266_readings,1,822,16.90,54.00
4970,November 22 2019 at 08:28AM,esp8266_readings,1,820,17.00,55.00
4971,November 22 2019 at 08:29AM,esp8266_readings,1,820,17.00,56.00
4972,November 22 2019 at 08:30AM,esp8266_readings,1,819,17.00,56.00
4973,November 22 2019 at 08:31AM,esp8266_readings,1,816,17.10,57.00
4974,November 22 2019 at 08:32AM,esp8266_readings,1,810,17.10,58.00
4975,November 22 2019 at 08:33AM,esp8266_readings,1,801,17.10,58.00
4976,November 22 2019 at 08:34AM,esp8266_readings,1,797,17.20,59.00
4977,November 22 2019 at 08:35AM,esp8266_readings,1,798,17.20,60.00
4978,November 22 2019 at 08:36AM,esp8266_readings,1,805,17.30,60.00
4979,November 22 2019 at 08:37AM,esp8266_readings,1,801,17.30,61.00
4980,November 22 2019 at 08:38AM,esp8266_readings,1,787,17.30,60.00
4981,November 22 2019 at 08:39AM,esp8266_readings,1,782,17.40,61.00
4982,November 22 2019 at 08:40AM,esp8266_readings,1,781,17.40,62.00
4983,November 22 2019 at 08:41AM,esp8266_readings,1,782,17.40,61.00
4984,November 22 2019 at 08:42AM,esp8266_readings,1,775,17.50,62.00
4985,November 22 2019 at 08:43AM,esp8266_readings,1,773,17.50,62.00
4986,November 22 2019 at 08:44AM,esp8266_readings,1,775,17.60,62.00
4987,November 22 2019 at 08:45AM,esp8266_readings,1,774,17.60,62.00
4988,November 22 2019 at 08:46AM,esp8266_readings,1,773,17.60,62.00
4989,November 22 2019 at 08:47AM,esp8266_readings,1,762,17.60,62.00
4990,November 22 2019 at 08:48AM,esp8266_readings,1,748,17.60,62.00
4991,November 22 2019 at 08:49AM,esp8266_readings,1,739,17.70,62.00
4992,November 22 2019 at 08:50AM,esp8266_readings,1,744,17.70,62.00
4993,November 22 2019 at 08:51AM,esp8266_readings,1,749,17.70,62.00
4994,November 22 2019 at 08:52AM,esp8266_readings,1,745,17.70,62.00
4995,November 22 2019 at 08:53AM,esp8266_readings,1,738,17.70,62.00
4996,November 22 2019 at 08:54AM,esp8266_readings,1,727,17.70,62.00
4997,November 22 2019 at 08:55AM,esp8266_readings,1,733,17.70,62.00
4998,November 22 2019 at 08:56AM,esp8266_readings,1,745,17.70,62.00
4999,November 22 2019 at 08:57AM,esp8266_readings,1,745,17.70,62.00
5000,November 22 2019 at 08:58AM,esp8266_readings,1,736,17.70,61.00
5001,November 22 2019 at 08:59AM,esp8266_readings,1,744,17.70,61.00
5002,November 22 2019 at 09:00AM,esp8266_readings,1,738,17.70,61.00
5003,November 22 2019 at 09:01AM,esp8266_readings,1,736,17.70,61.00
5004,November 22 2019 at 09:02AM,esp8266_readings,1,738,17.70,61.00
5005,November 22 2019 at 09:03AM,esp8266_readings,1,752,17.70,61.00
5006,November 22 2019 at 09:04AM,esp8266_readings,1,747,17.70,60.00
5007,November 22 2019 at 09:05AM,esp8266_readings,1,736,17.70,60.00
5008,November 22 2019 at 09:06AM,esp8266_readings,1,739,17.70,60.00
5009,November 22 2019 at 09:07AM,esp8266_readings,1,706,17.70,59.00
5010,November 22 2019 at 09:08AM,esp8266_readings,1,662,17.70,60.00
5011,November 22 2019 at 09:09AM,esp8266_readings,1,658,17.70,59.00
5012,November 22 2019 at 09:10AM,esp8266_readings,1,693,17.70,59.00
5013,November 22 2019 at 09:11AM,esp8266_readings,1,736,17.70,58.00
5014,November 22 2019 at 09:12AM,esp8266_readings,1,756,17.80,58.00
5015,November 22 2019 at 09:13AM,esp8266_readings,1,756,17.80,58.00
5016,November 22 2019 at 09:14AM,esp8266_readings,1,748,17.80,58.00
5017,November 22 2019 at 09:15AM,esp8266_readings,1,748,17.80,58.00
5018,November 22 2019 at 09:16AM,esp8266_readings,1,742,17.80,58.00
5019,November 22 2019 at 09:17AM,esp8266_readings,1,727,17.80,58.00
5020,November 22 2019 at 09:18AM,esp8266_readings,1,702,17.80,57.00
5021,November 22 2019 at 09:19AM,esp8266_readings,1,689,17.80,57.00
5022,November 22 2019 at 09:20AM,esp8266_readings,1,682,17.80,57.00
5023,November 22 2019 at 09:21AM,esp8266_readings,1,681,17.90,57.00
5024,November 22 2019 at 09:22AM,esp8266_readings,1,661,17.90,57.00
5025,November 22 2019 at 09:23AM,esp8266_readings,1,653,17.90,57.00
5026,November 22 2019 at 09:24AM,esp8266_readings,1,645,17.90,57.00
5027,November 22 2019 at 09:25AM,esp8266_readings,1,638,17.90,58.00
5028,November 22 2019 at 09:26AM,esp8266_readings,1,622,17.90,57.00
5029,November 22 2019 at 09:27AM,esp8266_readings,1,640,17.90,57.00
5030,November 22 2019 at 09:28AM,esp8266_readings,1,666,17.90,57.00
5031,November 22 2019 at 09:29AM,esp8266_readings,1,675,17.90,57.00
5032,November 22 2019 at 09:30AM,esp8266_readings,1,662,17.90,57.00
5033,November 22 2019 at 09:31AM,esp8266_readings,1,651,18.00,59.00
5034,November 22 2019 at 09:32AM,esp8266_readings,1,657,18.00,58.00
5035,November 22 2019 at 09:33AM,esp8266_readings,1,692,18.00,58.00
5036,November 22 2019 at 09:34AM,esp8266_readings,1,717,18.00,59.00
5037,November 22 2019 at 09:35AM,esp8266_readings,1,725,18.00,58.00
5038,November 22 2019 at 09:36AM,esp8266_readings,1,738,18.00,58.00
5039,November 22 2019 at 09:37AM,esp8266_readings,1,744,18.00,58.00
5040,November 22 2019 at 09:38AM,esp8266_readings,1,749,18.00,58.00
5041,November 22 2019 at 09:39AM,esp8266_readings,1,759,18.00,57.00
5042,November 22 2019 at 09:40AM,esp8266_readings,1,765,18.00,57.00
5043,November 22 2019 at 09:41AM,esp8266_readings,1,766,18.00,57.00
5044,November 22 2019 at 09:42AM,esp8266_readings,1,766,18.00,57.00
5045,November 22 2019 at 09:43AM,esp8266_readings,1,776,18.00,57.00
5046,November 22 2019 at 09:44AM,esp8266_readings,1,782,18.00,57.00
5047,November 22 2019 at 09:45AM,esp8266_readings,1,780,18.00,57.00
5048,November 22 2019 at 09:46AM,esp8266_readings,1,778,18.10,57.00
5049,November 22 2019 at 09:47AM,esp8266_readings,1,774,18.10,57.00
5050,November 22 2019 at 09:48AM,esp8266_readings,1,760,18.10,57.00
