,date,event_name,digital_button,photoresistor,temperature,humidity
1533,November 19 2019 at 10:47PM,esp8266_readings,1,1024,19.80,47.00
1534,November 19 2019 at 10:48PM,esp8266_readings,1,1024,19.80,47.00
1535,November 19 2019 at 10:49PM,esp8266_readings,1,1024,19.90,48.00
1536,November 19 2019 at 10:50PM,esp8266_readings,1,1024,19.90,48.00
1537,November 19 2019 at 10:51PM,esp8266_readings,1,1024,19.90,47.00
1538,November 19 2019 at 10:52PM,esp8266_readings,1,1024,19.80,48.00
1539,November 19 2019 at 10:53PM,esp8266_readings,1,1024,19.80,48.00
1540,November 19 2019 at 10:54PM,esp8266_readings,1,1024,19.70,47.00
1541,November 19 2019 at 10:55PM,esp8266_readings,1,1024,19.60,48.00
1542,November 19 2019 at 10:56PM,esp8266_readings,1,1024,19.60,48.00
1543,November 19 2019 at 10:57PM,esp8266_readings,1,1024,19.60,49.00
1544,November 19 2019 at 10:58PM,esp8266_readings,1,1024,19.60,48.00
1545,November 19 2019 at 10:59PM,esp8266_readings,1,1024,19.60,49.00
1546,November 19 2019 at 11:00PM,esp8266_readings,1,1024,19.50,49.00
1547,November 19 2019 at 11:01PM,esp8266_readings,1,1024,19.50,49.00
1548,November 19 2019 at 11:02PM,esp8266_readings,1,1024,19.40,48.00
1549,November 19 2019 at 11:03PM,esp8266_readings,1,1024,19.40,49.00
1550,November 19 2019 at 11:04PM,esp8266_readings,1,1024,19.40,49.00
1551,November 19 2019 at 11:05PM,esp8266_readings,1,1024,19.40,49.00
1552,November 19 2019 at 11:06PM,esp8266_readings,1,1024,19.40,49.00
1553,November 19 2019 at 11:07PM,esp8266_readings,1,1024,19.40,49.00
1554,November 19 2019 at 11:08PM,esp8266_readings,1,1024,19.40,49.00
1555,November 19 2019 at 11:09PM,esp8266_readings,1,1024,19.40,49.00
1556,November 19 2019 at 11:10PM,esp8266_readings,1,1024,19.40,50.00
1557,November 19 2019 at 11:11PM,esp8266_readings,1,1024,19.40,49.00
1558,November 19 2019 at 11:12PM,esp8266_readings,1,1024,19.40,50.00
1559,November 19 2019 at 11:13PM,esp8266_readings,1,1024,19.40,49.00
1560,November 19 2019 at 11:14PM,esp8266_readings,1,1024,19.40,49.00
1561,November 19 2019 at 11:15PM,esp8266_readings,1,1024,19.30,49.00
1562,November 19 2019 at 11:16PM,esp8266_readings,1,1024,19.30,49.00
1563,November 19 2019 at 11:17PM,esp8266_readings,1,1024,19.30,49.00
1564,November 19 2019 at 11:18PM,esp8266_readings,1,1024,19.30,49.00
1565,November 19 2019 at 11:19PM,esp8266_readings,1,1024,19.30,49.00
1566,November 19 2019 at 11:20PM,esp8266_readings,1,1024,19.30,49.00
1567,November 19 2019 at 11:21PM,esp8266_readings,1,1024,19.30,49.00
1568,November 19 2019 at 11:22PM,esp8266_readings,1,1024,19.20,49.00
1569,November 19 2019 at 11:23PM,esp8266_readings,1,1024,19.20,49.00
1570,November 19 2019 at 11:24PM,esp8266_readings,1,1024,19.20,49.00
1571,November 19 2019 at 11:25PM,esp8266_readings,1,1024,19.20,49.00
1572,November 19 2019 at 11:26PM,esp8266_readings,1,1024,19.20,49.00
1573,November 19 2019 at 11:27PM,esp8266_readings,1,1024,19.20,49.00
1574,November 19 2019 at 11:28PM,esp8266_readings,1,1024,19.20,49.00
1575,November 19 2019 at 11:29PM,esp8266_readings,1,1024,19.20,50.00
1576,November 19 2019 at 11:30PM,esp8266_readings,1,1024,19.20,50.00
1577,November 19 2019 at 11:31PM,esp8266_readings,1,1024,19.20,49.00
1578,November 19 2019 at 11:32PM,esp8266_readings,1,1024,19.20,49.00
1579,November 19 2019 at 11:33PM,esp8266_readings,1,1024,19.20,49.00
1580,November 19 2019 at 11:34PM,esp8266_readings,1,1024,19.20,49.00
1581,November 19 2019 at 11:35PM,esp8266_readings,1,1024,19.20,49.00
1582,November 19 2019 at 11:36PM,esp8266_readings,1,1024,19.20,49.00
1583,November 19 2019 at 11:37PM,esp8266_readings,1,1024,19.20,49.00
1584,November 19 2019 at 11:38PM,esp8266_readings,1,1024,19.20,49.00
1585,November 19 2019 at 11:39PM,esp8266_readings,1,1024,19.20,50.00
1586,November 19 2019 at 11:40PM,esp8266_readings,1,1024,19.20,49.00
1587,November 19 2019 at 11:41PM,esp8266_readings,1,1024,19.20,49.00
1588,November 19 2019 at 11:42PM,esp8266_readings,1,1024,19.20,49.00
1589,November 19 2019 at 11:43PM,esp8266_readings,1,1024,19.20,49.00
1590,November 19 2019 at 11:44PM,esp8266_readings,1,1024,19.20,49.00
1591,November 19 2019 at 11:45PM,esp8266_readings,1,1024,19.20,49.00
1592,November 19 2019 at 11:46PM,esp8266_readings,1,1024,19.20,49.00
1593,November 19 2019 at 11:47PM,esp8266_readings,1,1024,19.20,49.00
1594,November 19 2019 at 11:48PM,esp8266_readings,1,1024,19.20,49.00
1595,November 19 2019 at 11:49PM,esp8266_readings,1,1024,19.20,49.00
1596,November 19 2019 at 11:50PM,esp8266_readings,1,1024,19.20,49.00
1597,November 19 2019 at 11:51PM,esp8266_readings,1,1024,19.20,49.00
1598,November 19 2019 at 11:52PM,esp8266_readings,1,1024,19.20,49.00
1599,November 19 2019 at 11:53PM,esp8266_readings,1,1024,19.20,49.00
1600,November 19 2019 at 11:54PM,esp8266_readings,1,1024,19.20,49.00
1601,November 19 2019 at 11:55PM,esp8266_readings,1,1024,19.20,49.00
1602,November 19 2019 at 11:56PM,esp8266_readings,1,1024,19.20,49.00
1603,November 19 2019 at 11:57PM,esp8266_readings,1,1024,19.20,49.00
1604,November 19 2019 at 11:58PM,esp8266_readings,1,1024,19.20,49.00
1605,November 19 2019 at 11:59PM,esp8266_readings,1,1024,19.20,49.00
1606,November 20 2019 at 12:00AM,esp8266_readings,1,1024,19.20,49.00
1607,November 20 2019 at 12:01AM,esp8266_readings,1,1024,19.20,49.00
1608,November 20 2019 at 12:02AM,esp8266_readings,1,1024,19.20,49.00
1609,November 20 2019 at 12:03AM,esp8266_readings,1,1024,19.20,49.00
1610,November 20 2019 at 12:04AM,esp8266_readings,1,1024,19.20,49.00
1611,November 20 2019 at 12:05AM,esp8266_readings,1,1024,19.20,49.00
1612,November 20 2019 at 12:06AM,esp8266_readings,1,1024,19.20,49.00
1613,November 20 2019 at 12:07AM,esp8266_readings,1,1024,19.20,49.00
1614,November 20 2019 at 12:08AM,esp8266_readings,1,1024,19.20,49.00
1615,November 20 2019 at 12:09AM,esp8266_readings,1,1024,19.20,49.00
1616,November 20 2019 at 12:10AM,esp8266_readings,1,1024,19.20,49.00
1617,November 20 2019 at 12:11AM,esp8266_readings,1,1024,19.20,49.00
1618,November 20 2019 at 12:12AM,esp8266_readings,1,1024,19.20,48.00
1619,November 20 2019 at 12:13AM,esp8266_readings,1,1024,19.10,49.00
1620,November 20 2019 at 12:14AM,esp8266_readings,1,1024,19.10,49.00
1621,November 20 2019 at 12:15AM,esp8266_readings,1,1024,19.10,49.00
1622,November 20 2019 at 12:16AM,esp8266_readings,1,1024,19.10,49.00
1623,November 20 2019 at 12:17AM,esp8266_readings,1,1024,19.10,49.00
1624,November 20 2019 at 12:18AM,esp8266_readings,1,1024,19.10,49.00
1625,November 20 2019 at 12:19AM,esp8266_readings,1,1024,19.20,49.00
1626,November 20 2019 at 12:20AM,esp8266_readings,1,1024,19.20,49.00
1627,November 20 2019 at 12:21AM,esp8266_readings,1,1024,19.20,48.00
1628,November 20 2019 at 12:22AM,esp8266_readings,1,1024,19.10,49.00
1629,November 20 2019 at 12:23AM,esp8266_readings,1,1024,19.10,49.00
1630,November 20 2019 at 12:24AM,esp8266_readings,1,1024,19.10,49.00
1631,November 20 2019 at 12:25AM,esp8266_readings,1,1024,19.10,49.00
1632,November 20 2019 at 12:26AM,esp8266_readings,1,1024,19.10,48.00
1633,November 20 2019 at 12:27AM,esp8266_readings,1,1024,19.10,49.00
1634,November 20 2019 at 12:28AM,esp8266_readings,1,1024,19.10,49.00
1635,November 20 2019 at 12:29AM,esp8266_readings,1,1024,19.10,49.00
1636,November 20 2019 at 12:30AM,esp8266_readings,1,807,19.10,49.00
1637,November 20 2019 at 12:31AM,esp8266_readings,1,811,19.10,49.00
1638,November 20 2019 at 12:32AM,esp8266_readings,1,813,19.10,49.00
1639,November 20 2019 at 12:33AM,esp8266_readings,1,816,19.10,49.00
1640,November 20 2019 at 12:34AM,esp8266_readings,1,816,19.10,48.00
1641,November 20 2019 at 12:35AM,esp8266_readings,1,822,19.10,49.00
1642,November 20 2019 at 12:36AM,esp8266_readings,1,820,19.10,48.00
1643,November 20 2019 at 12:37AM,esp8266_readings,1,820,19.10,49.00
1644,November 20 2019 at 12:38AM,esp8266_readings,1,821,19.10,49.00
1645,November 20 2019 at 12:39AM,esp8266_readings,1,824,19.10,48.00
1646,November 20 2019 at 12:40AM,esp8266_readings,1,840,19.20,49.00
1647,November 20 2019 at 12:41AM,esp8266_readings,1,826,19.20,49.00
1648,November 20 2019 at 12:42AM,esp8266_readings,1,829,19.20,48.00
1649,November 20 2019 at 12:43AM,esp8266_readings,1,829,19.20,48.00
1650,November 20 2019 at 12:44AM,esp8266_readings,1,831,19.20,48.00
1651,November 20 2019 at 12:45AM,esp8266_readings,1,831,19.10,49.00
1652,November 20 2019 at 12:46AM,esp8266_readings,1,831,19.10,48.00
1653,November 20 2019 at 12:47AM,esp8266_readings,1,832,19.10,48.00
1654,November 20 2019 at 12:48AM,esp8266_readings,1,832,19.10,49.00
1655,November 20 2019 at 12:49AM,esp8266_readings,1,832,19.10,48.00
1656,November 20 2019 at 12:50AM,esp8266_readings,1,833,19.10,48.00
1657,November 20 2019 at 12:51AM,esp8266_readings,1,832,19.10,48.00
1658,November 20 2019 at 12:52AM,esp8266_readings,1,833,19.10,49.00
1659,November 20 2019 at 12:53AM,esp8266_readings,1,833,19.00,49.00
1660,November 20 2019 at 12:54AM,esp8266_readings,1,833,19.00,49.00
1661,November 20 2019 at 12:55AM,esp8266_readings,1,834,19.00,49.00
1662,November 20 2019 at 12:56AM,esp8266_readings,1,853,19.00,49.00
1663,November 20 2019 at 12:57AM,esp8266_readings,1,854,19.00,50.00
1664,November 20 2019 at 12:58AM,esp8266_readings,1,854,19.00,49.00
1665,November 20 2019 at 12:59AM,esp8266_readings,1,854,19.10,49.00
1666,November 20 2019 at 01:00AM,esp8266_readings,1,854,19.10,49.00
1667,November 20 2019 at 01:01AM,esp8266_readings,1,855,19.10,49.00
1668,November 20 2019 at 01:02AM,esp8266_readings,1,854,19.10,49.00
1669,November 20 2019 at 01:03AM,esp8266_readings,1,855,19.10,49.00
1670,November 20 2019 at 01:04AM,esp8266_readings,1,855,19.10,49.00
1671,November 20 2019 at 01:05AM,esp8266_readings,1,855,19.20,49.00
1672,November 20 2019 at 01:06AM,esp8266_readings,1,855,19.20,49.00
1673,November 20 2019 at 01:07AM,esp8266_readings,1,1024,19.10,49.00
1674,November 20 2019 at 01:08AM,esp8266_readings,1,1024,19.20,49.00
1675,November 20 2019 at 01:09AM,esp8266_readings,1,1024,19.30,49.00
1676,November 20 2019 at 01:10AM,esp8266_readings,1,1024,19.30,49.00
1677,November 20 2019 at 01:11AM,esp8266_readings,1,1024,19.30,49.00
1678,November 20 2019 at 01:12AM,esp8266_readings,1,1024,19.20,48.00
1679,November 20 2019 at 01:13AM,esp8266_readings,1,1024,19.20,48.00
1680,November 20 2019 at 01:14AM,esp8266_readings,1,1024,19.20,48.00
1681,November 20 2019 at 01:15AM,esp8266_readings,1,1024,19.20,48.00
1682,November 20 2019 at 01:16AM,esp8266_readings,1,1024,19.20,49.00
1683,November 20 2019 at 01:17AM,esp8266_readings,1,1024,19.20,48.00
1684,November 20 2019 at 01:18AM,esp8266_readings,1,1024,19.10,49.00
1685,November 20 2019 at 01:19AM,esp8266_readings,1,1024,19.20,49.00
1686,November 20 2019 at 01:20AM,esp8266_readings,1,1024,19.10,49.00
1687,November 20 2019 at 01:21AM,esp8266_readings,1,1024,19.10,48.00
1688,November 20 2019 at 01:22AM,esp8266_readings,1,1024,19.10,49.00
1689,November 20 2019 at 01:24AM,esp8266_readings,1,1024,19.10,49.00
1690,November 20 2019 at 01:25AM,esp8266_readings,1,1024,19.10,49.00
1691,November 20 2019 at 01:26AM,esp8266_readings,1,1024,19.10,48.00
1692,November 20 2019 at 01:27AM,esp8266_readings,1,1024,19.10,49.00
1693,November 20 2019 at 01:28AM,esp8266_readings,1,1024,19.10,49.00
1694,November 20 2019 at 01:29AM,esp8266_readings,1,1024,19.10,49.00
1695,November 20 2019 at 01:30AM,esp8266_readings,1,1024,19.10,49.00
1696,November 20 2019 at 01:31AM,esp8266_readings,1,1024,19.20,50.00
1697,November 20 2019 at 01:32AM,esp8266_readings,1,1024,19.20,48.00
1698,November 20 2019 at 01:33AM,esp8266_readings,1,1024,19.10,47.00
1699,November 20 2019 at 01:34AM,esp8266_readings,1,1024,18.90,47.00
1700,November 20 2019 at 01:35AM,esp8266_readings,1,1024,18.80,48.00
1701,November 20 2019 at 01:36AM,esp8266_readings,1,1024,18.70,49.00
1702,November 20 2019 at 01:37AM,esp8266_readings,1,1024,18.70,49.00
1703,November 20 2019 at 01:38AM,esp8266_readings,1,1024,18.60,49.00
1704,November 20 2019 at 01:39AM,esp8266_readings,1,1024,18.60,49.00
1705,November 20 2019 at 01:40AM,esp8266_readings,1,1024,18.50,49.00
1706,November 20 2019 at 01:41AM,esp8266_readings,1,1024,18.40,49.00
1707,November 20 2019 at 01:42AM,esp8266_readings,1,1024,18.40,49.00
1708,November 20 2019 at 01:43AM,esp8266_readings,1,1024,18.40,49.00
1709,November 20 2019 at 01:44AM,esp8266_readings,1,1024,18.30,49.00
1710,November 20 2019 at 01:45AM,esp8266_readings,1,1024,18.30,49.00
1711,November 20 2019 at 01:46AM,esp8266_readings,1,1024,18.30,49.00
1712,November 20 2019 at 01:47AM,esp8266_readings,1,1024,18.20,50.00
1713,November 20 2019 at 01:48AM,esp8266_readings,1,1024,18.20,49.00
1714,November 20 2019 at 01:49AM,esp8266_readings,1,1024,18.20,50.00
1715,November 20 2019 at 01:50AM,esp8266_readings,1,1024,18.20,50.00
1716,November 20 2019 at 01:51AM,esp8266_readings,1,1024,18.10,50.00
1717,November 20 2019 at 01:52AM,esp8266_readings,1,1024,18.10,50.00
1718,November 20 2019 at 01:53AM,esp8266_readings,1,1024,18.10,50.00
1719,November 20 2019 at 01:54AM,esp8266_readings,1,1024,18.10,50.00
1720,November 20 2019 at 01:55AM,esp8266_readings,1,1024,18.10,50.00
1721,November 20 2019 at 01:56AM,esp8266_readings,1,1024,18.00,50.00
1722,November 20 2019 at 01:57AM,esp8266_readings,1,1024,18.00,50.00
1723,November 20 2019 at 01:58AM,esp8266_readings,1,1024,18.00,50.00
1724,November 20 2019 at 01:59AM,esp8266_readings,1,1024,18.00,50.00
1725,November 20 2019 at 02:00AM,esp8266_readings,1,1024,18.00,50.00
1726,November 20 2019 at 02:01AM,esp8266_readings,1,1024,18.00,50.00
1727,November 20 2019 at 02:02AM,esp8266_readings,1,1024,17.90,49.00
1728,November 20 2019 at 02:03AM,esp8266_readings,1,1024,17.90,49.00
1729,November 20 2019 at 02:04AM,esp8266_readings,1,1024,17.90,49.00
1730,November 20 2019 at 02:05AM,esp8266_readings,1,1024,17.90,50.00
1731,November 20 2019 at 02:06AM,esp8266_readings,1,1024,17.90,49.00
1732,November 20 2019 at 02:07AM,esp8266_readings,1,1024,17.90,50.00
1733,November 20 2019 at 02:08AM,esp8266_readings,1,1024,17.90,50.00
1734,November 20 2019 at 02:09AM,esp8266_readings,1,1024,17.90,50.00
1735,November 20 2019 at 02:10AM,esp8266_readings,1,1024,17.80,50.00
1736,November 20 2019 at 02:11AM,esp8266_readings,1,1024,17.90,50.00
1737,November 20 2019 at 02:12AM,esp8266_readings,1,1024,17.80,49.00
1738,November 20 2019 at 02:13AM,esp8266_readings,1,1024,17.80,51.00
1739,November 20 2019 at 02:14AM,esp8266_readings,1,1024,17.90,52.00
1740,November 20 2019 at 02:15AM,esp8266_readings,1,1024,17.90,53.00
1741,November 20 2019 at 02:16AM,esp8266_readings,1,1024,17.90,53.00
1742,November 20 2019 at 02:17AM,esp8266_readings,1,1024,17.90,53.00
1743,November 20 2019 at 02:18AM,esp8266_readings,1,1024,18.00,55.00
1744,November 20 2019 at 02:19AM,esp8266_readings,1,1024,18.00,55.00
1745,November 20 2019 at 02:20AM,esp8266_readings,1,1024,18.10,55.00
1746,November 20 2019 at 02:21AM,esp8266_readings,1,1024,18.10,55.00
1747,November 20 2019 at 02:22AM,esp8266_readings,1,1024,18.20,55.00
1748,November 20 2019 at 02:23AM,esp8266_readings,1,1024,18.20,54.00
1749,November 20 2019 at 02:24AM,esp8266_readings,1,1024,18.30,54.00
1750,November 20 2019 at 02:25AM,esp8266_readings,1,1024,18.30,54.00
1751,November 20 2019 at 02:26AM,esp8266_readings,1,1024,18.30,54.00
1752,November 20 2019 at 02:27AM,esp8266_readings,1,1024,18.40,53.00
1753,November 20 2019 at 02:28AM,esp8266_readings,1,1024,18.40,53.00
1754,November 20 2019 at 02:29AM,esp8266_readings,1,1024,18.40,53.00
1755,November 20 2019 at 02:30AM,esp8266_readings,1,1024,18.40,53.00
1756,November 20 2019 at 02:31AM,esp8266_readings,1,1024,18.40,52.00
1757,November 20 2019 at 02:32AM,esp8266_readings,1,1024,18.40,53.00
1758,November 20 2019 at 02:33AM,esp8266_readings,1,1024,18.40,52.00
1759,November 20 2019 at 02:34AM,esp8266_readings,1,1024,18.40,52.00
1760,November 20 2019 at 02:35AM,esp8266_readings,1,1024,18.40,52.00
1761,November 20 2019 at 02:36AM,esp8266_readings,1,1024,18.50,52.00
1762,November 20 2019 at 02:37AM,esp8266_readings,1,1024,18.40,52.00
1763,November 20 2019 at 02:38AM,esp8266_readings,1,1024,18.50,52.00
1764,November 20 2019 at 02:39AM,esp8266_readings,1,1024,18.50,52.00
1765,November 20 2019 at 02:40AM,esp8266_readings,1,1024,18.40,51.00
1766,November 20 2019 at 02:41AM,esp8266_readings,1,1024,18.50,52.00
1767,November 20 2019 at 02:42AM,esp8266_readings,1,1024,18.40,51.00
1768,November 20 2019 at 02:43AM,esp8266_readings,1,1024,18.40,52.00
1769,November 20 2019 at 02:44AM,esp8266_readings,1,1024,18.40,51.00
1770,November 20 2019 at 02:45AM,esp8266_readings,1,1024,18.40,51.00
1771,November 20 2019 at 02:46AM,esp8266_readings,1,1024,18.40,51.00
1772,November 20 2019 at 02:47AM,esp8266_readings,1,1024,18.40,51.00
1773,November 20 2019 at 02:48AM,esp8266_readings,1,1024,18.40,51.00
1774,November 20 2019 at 02:49AM,esp8266_readings,1,1024,18.40,51.00
1775,November 20 2019 at 02:50AM,esp8266_readings,1,1024,18.40,51.00
1776,November 20 2019 at 02:51AM,esp8266_readings,1,1024,18.40,51.00
1777,November 20 2019 at 02:52AM,esp8266_readings,1,1024,18.40,51.00
1778,November 20 2019 at 02:53AM,esp8266_readings,1,1024,18.40,51.00
1779,November 20 2019 at 02:54AM,esp8266_readings,1,1024,18.40,51.00
1780,November 20 2019 at 02:55AM,esp8266_readings,1,1024,18.40,51.00
1781,November 20 2019 at 02:56AM,esp8266_readings,1,1024,18.40,50.00
1782,November 20 2019 at 02:57AM,esp8266_readings,1,1024,18.40,51.00
1783,November 20 2019 at 02:58AM,esp8266_readings,1,1024,18.50,51.00
1784,November 20 2019 at 02:59AM,esp8266_readings,1,1024,18.40,51.00
1785,November 20 2019 at 03:00AM,esp8266_readings,1,1024,18.40,50.00
1786,November 20 2019 at 03:01AM,esp8266_readings,1,1024,18.40,50.00
1787,November 20 2019 at 03:02AM,esp8266_readings,1,1024,18.40,50.00
1788,November 20 2019 at 03:03AM,esp8266_readings,1,1024,18.40,50.00
1789,November 20 2019 at 03:04AM,esp8266_readings,1,1024,18.40,50.00
1790,November 20 2019 at 03:05AM,esp8266_readings,1,1024,18.40,50.00
1791,November 20 2019 at 03:06AM,esp8266_readings,1,1024,18.40,50.00
1792,November 20 2019 at 03:07AM,esp8266_readings,1,1024,18.50,50.00
1793,November 20 2019 at 03:08AM,esp8266_readings,1,1024,18.50,50.00
1794,November 20 2019 at 03:09AM,esp8266_readings,1,1024,18.40,50.00
1795,November 20 2019 at 03:10AM,esp8266_readings,1,1024,18.40,50.00
1796,November 20 2019 at 03:11AM,esp8266_readings,1,1024,18.40,50.00
1797,November 20 2019 at 03:12AM,esp8266_readings,1,1024,18.40,50.00
1798,November 20 2019 at 03:13AM,esp8266_readings,1,1024,18.50,50.00
1799,November 20 2019 at 03:14AM,esp8266_readings,1,1024,18.50,50.00
1800,November 20 2019 at 03:15AM,esp8266_readings,1,1024,18.50,50.00
1801,November 20 2019 at 03:16AM,esp8266_readings,1,1024,18.50,50.00
1802,November 20 2019 at 03:17AM,esp8266_readings,1,1024,18.50,50.00
1803,November 20 2019 at 03:18AM,esp8266_readings,1,1024,18.50,50.00
1804,November 20 2019 at 03:19AM,esp8266_readings,1,1024,18.50,50.00
1805,November 20 2019 at 03:20AM,esp8266_readings,1,1024,18.50,50.00
1806,November 20 2019 at 03:21AM,esp8266_readings,1,1024,18.50,50.00
1807,November 20 2019 at 03:22AM,esp8266_readings,1,1024,18.50,50.00
1808,November 20 2019 at 03:23AM,esp8266_readings,1,1024,18.50,50.00
1809,November 20 2019 at 03:24AM,esp8266_readings,1,1024,18.50,50.00
1810,November 20 2019 at 03:25AM,esp8266_readings,1,1024,18.50,49.00
1811,November 20 2019 at 03:26AM,esp8266_readings,1,1024,18.50,50.00
1812,November 20 2019 at 03:27AM,esp8266_readings,1,1024,18.50,50.00
1813,November 20 2019 at 03:28AM,esp8266_readings,1,1024,18.50,50.00
1814,November 20 2019 at 03:29AM,esp8266_readings,1,1024,18.50,50.00
1815,November 20 2019 at 03:30AM,esp8266_readings,1,1024,18.50,50.00
1816,November 20 2019 at 03:31AM,esp8266_readings,1,1024,18.50,49.00
1817,November 20 2019 at 03:32AM,esp8266_readings,1,1024,18.50,50.00
1818,November 20 2019 at 03:33AM,esp8266_readings,1,1024,18.50,50.00
1819,November 20 2019 at 03:34AM,esp8266_readings,1,1024,18.50,49.00
1820,November 20 2019 at 03:35AM,esp8266_readings,1,1024,18.50,50.00
1821,November 20 2019 at 03:36AM,esp8266_readings,1,1024,18.50,50.00
1822,November 20 2019 at 03:37AM,esp8266_readings,1,1024,18.50,50.00
1823,November 20 2019 at 03:38AM,esp8266_readings,1,1024,18.50,50.00
1824,November 20 2019 at 03:39AM,esp8266_readings,1,1024,18.60,49.00
1825,November 20 2019 at 03:40AM,esp8266_readings,1,1024,18.50,49.00
1826,November 20 2019 at 03:41AM,esp8266_readings,1,1024,18.50,49.00
1827,November 20 2019 at 03:42AM,esp8266_readings,1,1024,18.50,49.00
1828,November 20 2019 at 03:43AM,esp8266_readings,1,1024,18.50,49.00
1829,November 20 2019 at 03:44AM,esp8266_readings,1,1024,18.50,49.00
1830,November 20 2019 at 03:45AM,esp8266_readings,1,1024,18.50,49.00
1831,November 20 2019 at 03:46AM,esp8266_readings,1,1024,18.50,49.00
1832,November 20 2019 at 03:47AM,esp8266_readings,1,1024,18.60,49.00
1833,November 20 2019 at 03:48AM,esp8266_readings,1,1024,18.50,49.00
1834,November 20 2019 at 03:49AM,esp8266_readings,1,1024,18.60,49.00
1835,November 20 2019 at 03:50AM,esp8266_readings,1,1024,18.60,49.00
1836,November 20 2019 at 03:51AM,esp8266_readings,1,1024,18.60,49.00
1837,November 20 2019 at 03:52AM,esp8266_readings,1,1024,18.60,49.00
1838,November 20 2019 at 03:53AM,esp8266_readings,1,1024,18.60,49.00
1839,November 20 2019 at 03:54AM,esp8266_readings,1,1024,18.60,49.00
1840,November 20 2019 at 03:55AM,esp8266_readings,1,1024,18.60,49.00
1841,November 20 2019 at 03:56AM,esp8266_readings,1,1024,18.60,49.00
1842,November 20 2019 at 03:57AM,esp8266_readings,1,1024,18.60,49.00
1843,November 20 2019 at 03:58AM,esp8266_readings,1,1024,18.60,49.00
1844,November 20 2019 at 03:59AM,esp8266_readings,1,1024,18.60,49.00
1845,November 20 2019 at 04:00AM,esp8266_readings,1,1024,18.60,49.00
1846,November 20 2019 at 04:01AM,esp8266_readings,1,1024,18.60,49.00
1847,November 20 2019 at 04:02AM,esp8266_readings,1,1024,18.60,49.00
1848,November 20 2019 at 04:03AM,esp8266_readings,1,1024,18.60,49.00
1849,November 20 2019 at 04:04AM,esp8266_readings,1,1024,18.60,49.00
1850,November 20 2019 at 04:05AM,esp8266_readings,1,1024,18.60,49.00
1851,November 20 2019 at 04:06AM,esp8266_readings,1,1024,18.60,49.00
1852,November 20 2019 at 04:07AM,esp8266_readings,1,1024,18.60,49.00
1853,November 20 2019 at 04:08AM,esp8266_readings,1,1024,18.60,49.00
1854,November 20 2019 at 04:09AM,esp8266_readings,1,1024,18.60,49.00
1855,November 20 2019 at 04:10AM,esp8266_readings,1,1024,18.60,49.00
1856,November 20 2019 at 04:11AM,esp8266_readings,1,1024,18.60,49.00
1857,November 20 2019 at 04:12AM,esp8266_readings,1,1024,18.60,49.00
1858,November 20 2019 at 04:13AM,esp8266_readings,1,1024,18.60,49.00
1859,November 20 2019 at 04:14AM,esp8266_readings,1,1024,18.60,49.00
1860,November 20 2019 at 04:15AM,esp8266_readings,1,1024,18.60,49.00
1861,November 20 2019 at 04:16AM,esp8266_readings,1,1024,18.60,49.00
1862,November 20 2019 at 04:17AM,esp8266_readings,1,1024,18.60,49.00
1863,November 20 2019 at 04:18AM,esp8266_readings,1,1024,18.60,48.00
1864,November 20 2019 at 04:19AM,esp8266_readings,1,1024,18.60,49.00
1865,November 20 2019 at 04:20AM,esp8266_readings,1,1024,18.60,49.00
1866,November 20 2019 at 04:21AM,esp8266_readings,1,1024,18.60,49.00
1867,November 20 2019 at 04:22AM,esp8266_readings,1,1024,18.60,49.00
1868,November 20 2019 at 04:23AM,esp8266_readings,1,1024,18.60,49.00
1869,November 20 2019 at 04:24AM,esp8266_readings,1,1024,18.60,49.00
1870,November 20 2019 at 04:25AM,esp8266_readings,1,1024,18.60,49.00
1871,November 20 2019 at 04:26AM,esp8266_readings,1,1024,18.60,49.00
1872,November 20 2019 at 04:27AM,esp8266_readings,1,1024,18.60,48.00
1873,November 20 2019 at 04:28AM,esp8266_readings,1,1024,18.60,49.00
1874,November 20 2019 at 04:29AM,esp8266_readings,1,1024,18.60,49.00
1875,November 20 2019 at 04:30AM,esp8266_readings,1,1024,18.60,48.00
1876,November 20 2019 at 04:31AM,esp8266_readings,1,1024,18.60,48.00
1877,November 20 2019 at 04:32AM,esp8266_readings,1,1024,18.60,49.00
1878,November 20 2019 at 04:33AM,esp8266_readings,1,1024,18.60,48.00
1879,November 20 2019 at 04:34AM,esp8266_readings,1,1024,18.60,49.00
1880,November 20 2019 at 04:35AM,esp8266_readings,1,1024,18.60,48.00
1881,November 20 2019 at 04:36AM,esp8266_readings,1,1024,18.60,48.00
1882,November 20 2019 at 04:37AM,esp8266_readings,1,1024,18.60,49.00
1883,November 20 2019 at 04:38AM,esp8266_readings,1,1024,18.60,48.00
1884,November 20 2019 at 04:39AM,esp8266_readings,1,1024,18.60,48.00
1885,November 20 2019 at 04:40AM,esp8266_readings,1,1024,18.60,48.00
1886,November 20 2019 at 04:41AM,esp8266_readings,1,1024,18.60,48.00
1887,November 20 2019 at 04:42AM,esp8266_readings,1,1024,18.60,48.00
1888,November 20 2019 at 04:43AM,esp8266_readings,1,1024,18.60,48.00
1889,November 20 2019 at 04:44AM,esp8266_readings,1,1024,18.60,48.00
1890,November 20 2019 at 04:45AM,esp8266_readings,1,1024,18.60,48.00
1891,November 20 2019 at 04:46AM,esp8266_readings,1,1024,18.60,48.00
